STOCKCODE,PRODUCT_NAME,MEMBER_OFFER_INDICATOR,ONLINE_ONLY_MEMBER_OFFER_INDICATOR,PRICE,MEMBER_PRICE,SAVINGS_AMOUNT,LOYALTY_MULTIPLIER,PACKAGE_SIZE,PACKAGE_TYPE,PACK_FORMAT,BRAND,CATEGORY,SUBCATEGORY,ALCOHOL_VOLUME,DANS_MARKETPLACE,STOCK_AVAILABLE,PRODUCT_URL,POSTCODE,SCRAPE_DATE,FILENAME
ER_1000005844_5642002UL,Homestead Sparking Brut,N,N,102,,,,750mL,case (6),6,Red Deer Station,,,12%,Y,Y,www.danmurphys.com.au/product/ER_1000005844_5642002UL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
750149,Spiced 700mL,N,N,61.99,,,,700ML,each,1,Red Leg,,,37.5%,N,Y,www.danmurphys.com.au/product/750149,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
69374,Ginger & Pineapple Spiced Spirit 700mL,N,N,62.99,,,,700ML,each,1,Red Leg,,,37.5%,N,Y,www.danmurphys.com.au/product/69374,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
198050,Tropical Spiced Cane Spirit 700mL,N,N,62.99,,,,700mL,each,1,Red Leg,,,37.5%,N,Y,www.danmurphys.com.au/product/198050,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768085,Bourgogne Pinot Noir,N,N,11.3,,,,750mL,in any six,1,Quinson,,,12.0 (2014)%,N,N,www.danmurphys.com.au/product/768085,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768085,Bourgogne Pinot Noir,N,N,67.8,,,,750mL,case (6),6,Quinson,,,12.0 (2014)%,N,N,www.danmurphys.com.au/product/768085,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768085,Bourgogne Pinot Noir,N,N,11.9,,,,750mL,each,1,Quinson,,,12.0 (2014)%,N,N,www.danmurphys.com.au/product/768085,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768084,Mercurey Pinot Noir,N,N,21.85,,,,750mL,in any six,1,Quinson,,,12.5%,N,N,www.danmurphys.com.au/product/768084,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768084,Mercurey Pinot Noir,N,N,131.1,,,,750mL,case (6),6,Quinson,,,12.5%,N,N,www.danmurphys.com.au/product/768084,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768084,Mercurey Pinot Noir,N,N,22.99,,,,750mL,each,1,Quinson,,,12.5%,N,N,www.danmurphys.com.au/product/768084,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768083,Mâcon-Villages Chardonnay,N,N,10.4,,,,750mL,in any six,1,Quinson,,,13.0% (2015),N,N,www.danmurphys.com.au/product/768083,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768083,Mâcon-Villages Chardonnay,N,N,62.4,,,,750mL,per case of 6,6,Quinson,,,13.0% (2015),N,N,www.danmurphys.com.au/product/768083,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
768083,Mâcon-Villages Chardonnay,N,N,10.9,,,,750mL,per bottle,1,Quinson,,,13.0% (2015),N,N,www.danmurphys.com.au/product/768083,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_RAS700ML,Asava Cabernet Sauvignon Cask Single Malt Whisky 700mL,N,N,125,,,,750ML,each,1,Rampur,,,45%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_RAS700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_RAS700ML,Asava Cabernet Sauvignon Cask Single Malt Whisky 700mL,N,N,749,,,,750ML,case (6),6,Rampur,,,45%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_RAS700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_RAS700ML,Asava Cabernet Sauvignon Cask Single Malt Whisky 700mL,N,N,0,,,,750ML,in any six,1,Rampur,,,45%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_RAS700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_RSA700ML,,N,N,99,,,,,,,,,,,N,Y,www.danmurphys.com.au/product/ER_2000004744_RSA700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_RDC700ML,,N,N,120,,,,,,,,,,,N,Y,www.danmurphys.com.au/product/ER_2000004744_RDC700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_23SBLSAQIB12,South Australia Sauvignon Blanc 2023,N,N,0,,,,750ML,in any six,,Quibble,,,10.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_23SBLSAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_23SBLSAQIB12,South Australia Sauvignon Blanc 2023,N,N,12,,,,750ML,each,,Quibble,,,10.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_23SBLSAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_23SBLSAQIB12,South Australia Sauvignon Blanc 2023,N,N,144,,,,750ML,case (12),12,Quibble,,,10.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_23SBLSAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_21SHZSEAQIB12,Quibble Shiraz 2021,N,N,0,,,,750mL,in any six,,Quibble,,,14%,Y,N,www.danmurphys.com.au/product/ER_2000003482_21SHZSEAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_21SHZSEAQIB12,Quibble Shiraz 2021,N,N,11.17,,,,750mL,each,,Quibble,,,14%,Y,N,www.danmurphys.com.au/product/ER_2000003482_21SHZSEAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_21SHZSEAQIB12,Quibble Shiraz 2021,N,N,134,,,,750mL,case (12),12,Quibble,,,14%,Y,N,www.danmurphys.com.au/product/ER_2000003482_21SHZSEAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_21CHDSAQIB12,SA Chardonnay 2021,N,N,0,,,,750mL,in any six,,Quibble,,,13.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_21CHDSAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_21CHDSAQIB12,SA Chardonnay 2021,N,N,12.83,,,,750mL,each,,Quibble,,,13.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_21CHDSAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_21CHDSAQIB12,SA Chardonnay 2021,N,N,154,,,,750mL,case (12),12,Quibble,,,13.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_21CHDSAQIB12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
180196,Sauvignon  Blanc,N,N,8.55,,,,750mL,in any six,1,Queen Snapper,,,12.0%,N,Y,www.danmurphys.com.au/product/180196,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
180196,Sauvignon  Blanc,N,N,102.6,,,,750mL,case (12),12,Queen Snapper,,,12.0%,N,Y,www.danmurphys.com.au/product/180196,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
180196,Sauvignon  Blanc,N,N,8.99,,,,750mL,each,1,Queen Snapper,,,12.0%,N,Y,www.danmurphys.com.au/product/180196,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
682818,Semillon Sauvignon Blanc,N,N,8.55,,,,750ML,in any six,1,Queen Snapper,,,13%,N,Y,www.danmurphys.com.au/product/682818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
682818,Semillon Sauvignon Blanc,N,N,102.6,,,,750ML,case (12),12,Queen Snapper,,,13%,N,Y,www.danmurphys.com.au/product/682818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
682818,Semillon Sauvignon Blanc,N,N,8.99,,,,750ML,each,1,Queen Snapper,,,13%,N,Y,www.danmurphys.com.au/product/682818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
817040,Rosé,N,N,6.65,,,,750mL,in any six,1,Queen Snapper,,,12.5%,N,N,www.danmurphys.com.au/product/817040,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
817040,Rosé,N,N,39.9,,,,750mL,case (6),6,Queen Snapper,,,12.5%,N,N,www.danmurphys.com.au/product/817040,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
817040,Rosé,N,N,6.99,,,,750mL,each,1,Queen Snapper,,,12.5%,N,N,www.danmurphys.com.au/product/817040,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907009,Pinot Noir,N,N,46.55,,,,750ML,in any six,1,Quartz Reef,,,14%,N,Y,www.danmurphys.com.au/product/907009,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907009,Pinot Noir,N,N,299.25,,,,750ML,case (6),6,Quartz Reef,,,14%,N,Y,www.danmurphys.com.au/product/907009,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907009,Pinot Noir,N,N,49,,,,750ML,each,1,Quartz Reef,,,14%,N,Y,www.danmurphys.com.au/product/907009,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
331042,Methode Traditionelle Brut,N,N,42.1,,,,750mL,in any six,1,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/331042,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
331042,Methode Traditionelle Brut,N,N,252.6,,,,750mL,case (6),6,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/331042,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
331042,Methode Traditionelle Brut,N,N,44.29,,,,750mL,each,1,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/331042,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
54585,Methode Traditionelle Sparkling Rose,Y,N,50,50,4.99,,750mL," per bottle ",1,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/54585,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
54585,Methode Traditionelle Sparkling Rose,N,N,52.3,,,,750mL,in any six,1,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/54585,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
54585,Methode Traditionelle Sparkling Rose,N,N,313.8,,,,750mL,case (6),6,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/54585,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
54585,Methode Traditionelle Sparkling Rose,Y,N,54.99,50,4.99,,750mL,each,1,Quartz Reef,,,12.5%,N,N,www.danmurphys.com.au/product/54585,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYSHZ18,Coonawarra Shiraz 2019,N,N,0,,,,750ML,in any six,,Quarry Collection,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYSHZ18,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYSHZ18,Coonawarra Shiraz 2019,N,N,26.95,,,,750ML,each,,Quarry Collection,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYSHZ18,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYSHZ18,Coonawarra Shiraz 2019,N,N,160,,,,750ML,case (6),6,Quarry Collection,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYSHZ18,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYSB19,Limestone Coast Sauvignon Blanc 2020,N,N,0,,,,750ML,in any six,,Quarry Collection,,,12.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYSB19,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYSB19,Limestone Coast Sauvignon Blanc 2020,N,N,16.5,,,,750ML,each,,Quarry Collection,,,12.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYSB19,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYSB19,Limestone Coast Sauvignon Blanc 2020,N,N,99,,,,750ML,case (6),6,Quarry Collection,,,12.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYSB19,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYCAB18,Coonawarra Cabernet Sauvignon 2018,N,N,0,,,,750ML,in any six,,Quarry Collection,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYCAB18,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYCAB18,Coonawarra Cabernet Sauvignon 2018,N,N,16.5,,,,750ML,each,,Quarry Collection,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYCAB18,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003129_QUARRYCAB18,Coonawarra Cabernet Sauvignon 2018,N,N,99,,,,750ML,case (6),6,Quarry Collection,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_2000003129_QUARRYCAB18,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT002,ShaZiKou Premium Light Bottles 500mL,Y,N,33,33,3,,500ML,Case (12),12,QingDao LaoTe,,,3.3%,Y,Y,www.danmurphys.com.au/product/ER_2000005054_LT002,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT002,ShaZiKou Premium Light Bottles 500mL,Y,N,36,33,3,,500ML,case (12),12,QingDao LaoTe,,,3.3%,Y,Y,www.danmurphys.com.au/product/ER_2000005054_LT002,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT002,ShaZiKou Premium Light Bottles 500mL,N,N,4.24,,,,500ML,each,,QingDao LaoTe,,,3.3%,Y,Y,www.danmurphys.com.au/product/ER_2000005054_LT002,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT024,Lager Beer 500mL,N,N,38,,,,500ML,case (12),12,QingDao LaoTe,,,4%,Y,Y,www.danmurphys.com.au/product/ER_2000005054_LT024,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT024,Lager Beer 500mL,N,N,38,,,,500ML,each,,QingDao LaoTe,,,4%,Y,Y,www.danmurphys.com.au/product/ER_2000005054_LT024,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT001,Premium Lager Bottle 600mL,N,N,35,,,,600ML,case (12),12,QingDao LaoTe,,,3.3%,Y,N,www.danmurphys.com.au/product/ER_2000005054_LT001,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000005054_LT001,Premium Lager Bottle 600mL,N,N,5,,,,600ML,each,1,QingDao LaoTe,,,3.3%,Y,N,www.danmurphys.com.au/product/ER_2000005054_LT001,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697438,L'indemodable Pays De Cocagne Merlot Tannat Syrah,N,N,5.6,,,,750mL,in any six,1,Pyrene,,,13.0%,N,N,www.danmurphys.com.au/product/697438,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697438,L'indemodable Pays De Cocagne Merlot Tannat Syrah,N,N,33.6,,,,750mL,case (6),6,Pyrene,,,13.0%,N,N,www.danmurphys.com.au/product/697438,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697438,L'indemodable Pays De Cocagne Merlot Tannat Syrah,N,N,5.88,,,,750mL,each,1,Pyrene,,,13.0%,N,N,www.danmurphys.com.au/product/697438,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697437,L'irresistible Magie Noire Malbec,N,N,5.6,,,,750mL,in any six,1,Pyrene,,,13.0%,N,N,www.danmurphys.com.au/product/697437,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697437,L'irresistible Magie Noire Malbec,N,N,33.6,,,,750mL,case (6),6,Pyrene,,,13.0%,N,N,www.danmurphys.com.au/product/697437,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697437,L'irresistible Magie Noire Malbec,N,N,5.88,,,,750mL,each,1,Pyrene,,,13.0%,N,N,www.danmurphys.com.au/product/697437,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697436,L'indemodable Blanc Bec Fume Sauvignon Blanc,N,N,5.6,,,,750mL,in any six,1,Pyrene,,,12.0%,N,N,www.danmurphys.com.au/product/697436,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697436,L'indemodable Blanc Bec Fume Sauvignon Blanc,N,N,33.6,,,,750mL,case (6),6,Pyrene,,,12.0%,N,N,www.danmurphys.com.au/product/697436,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
697436,L'indemodable Blanc Bec Fume Sauvignon Blanc,N,N,5.88,,,,750mL,each,1,Pyrene,,,12.0%,N,N,www.danmurphys.com.au/product/697436,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMNS50CL,Navy Strength Gin 500ml,N,N,85,,,,500mL,each,1,Puss and Mew,,,58%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMNS50CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMGP3X35CL,3 x 350mL Gift Pack,N,N,135,,,,1050mL,each,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMGP3X35CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMGP3X35CL,3 x 350mL Gift Pack,N,N,0,,,,1050mL,per case of X,,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMGP3X35CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMGP3X35CL,3 x 350mL Gift Pack,N,N,0,,,,1050mL,in any six,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMGP3X35CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMTD70CL,Spiced Turkish Delight Gin 700mL,N,N,85,,,,700mL,each,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMTD70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMNS70CL,Navy Strength Gin 700mL,N,N,105,,,,700mL,each,1,Puss and Mew,,,58%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMNS70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMNS70CL,Navy Strength Gin 700mL,N,N,0,,,,700mL,,,Puss and Mew,,,58%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMNS70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMNS70CL,Navy Strength Gin 700mL,N,N,0,,,,700mL,in any six,1,Puss and Mew,,,58%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMNS70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMHC70CL,Honey Coconut Gin 700mL,N,N,85,,,,700mL,each,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMHC70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMHC70CL,Honey Coconut Gin 700mL,N,N,0,,,,700mL,per case of X,,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMHC70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMHC70CL,Honey Coconut Gin 700mL,N,N,0,,,,700mL,in any six,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMHC70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMHC50CL,Honey Coconut Gin 500mL,N,N,65,,,,550mL,each,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMHC50CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMHC50CL,Honey Coconut Gin 500mL,N,N,0,,,,550mL,per case of X,,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMHC50CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMHC50CL,Honey Coconut Gin 500mL,N,N,0,,,,550mL,in any six,1,Puss and Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMHC50CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMTD50CL,Spiced Turkish Delight Gin 500mL,N,N,65,,,,500mL,each,1,Puss And Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMTD50CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMSG70CL,Signature Dry Gin 700mL,N,N,75,,,,700mL,each,1,Puss And Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMSG70CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004673_PMSG50CL,Signature Dry Gin 500mL,N,N,55,,,,500mL,each,1,Puss And Mew,,,41%,Y,Y,www.danmurphys.com.au/product/ER_2000004673_PMSG50CL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
203883,Montepulciano,Y,N,20,20,1.99,,750ML," per bottle ",1,Press + Bloom,,,13.5%,N,Y,www.danmurphys.com.au/product/203883,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
203883,Montepulciano,N,N,20.9,,,,750ML,in any six,1,Press + Bloom,,,13.5%,N,Y,www.danmurphys.com.au/product/203883,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
203883,Montepulciano,N,N,125.4,,,,750ML,case (6),6,Press + Bloom,,,13.5%,N,Y,www.danmurphys.com.au/product/203883,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
203883,Montepulciano,Y,N,21.99,20,1.99,,750ML,each,1,Press + Bloom,,,13.5%,N,Y,www.danmurphys.com.au/product/203883,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000004626_430002,Sauvignon Blanc,N,N,0,,,,750mL,in any six,1,Press + Bloom,,,13.2%,Y,N,www.danmurphys.com.au/product/ER_1000004626_430002,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000004626_430002,Sauvignon Blanc,N,N,20,,,,750mL,each,1,Press + Bloom,,,13.2%,Y,N,www.danmurphys.com.au/product/ER_1000004626_430002,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000004626_430002,Sauvignon Blanc,N,N,120,,,,750mL,case (6),6,Press + Bloom,,,13.2%,Y,N,www.danmurphys.com.au/product/ER_1000004626_430002,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000004626_430001,Shiraz,N,N,0,,,,750mL,in any six,1,Press + Bloom,,,13.5%,Y,N,www.danmurphys.com.au/product/ER_1000004626_430001,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000004626_430001,Shiraz,N,N,25,,,,750mL,each,1,Press + Bloom,,,13.5%,Y,N,www.danmurphys.com.au/product/ER_1000004626_430001,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000004626_430001,Shiraz,N,N,150,,,,750mL,case (6),6,Press + Bloom,,,13.5%,Y,N,www.danmurphys.com.au/product/ER_1000004626_430001,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33200,Mango Japanese Vodka 720mL,N,N,72,,,,720ML,each,1,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33200,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33200,Mango Japanese Vodka 720mL,N,N,204,,,,720ML,case (3),3,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33200,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33200,Mango Japanese Vodka 720mL,N,N,0,,,,720ML,in any six,1,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33200,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33198,Yuzu Japanese Vodka 720mL,N,N,72,,,,720ML,each,1,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33198,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33198,Yuzu Japanese Vodka 720mL,N,N,204,,,,720ML,case (3),3,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33198,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33198,Yuzu Japanese Vodka 720mL,N,N,0,,,,720ML,in any six,1,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33198,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33196,Original Japanese Vodka 720mL,N,N,80,,,,720ML,each,1,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33196,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33196,Original Japanese Vodka 720mL,N,N,225,,,,720ML,case (3),3,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33196,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007466_33196,Original Japanese Vodka 720mL,N,N,0,,,,720ML,in any six,1,Premium Shot,,,35%,Y,Y,www.danmurphys.com.au/product/ER_1000007466_33196,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
80750,Anejo Tequila 700mL,Y,N,81,81,18.99,,700mL," per bottle ",1,Prospero,,,40%,N,Y,www.danmurphys.com.au/product/80750,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
80750,Anejo Tequila 700mL,Y,N,99.99,81,18.99,,700mL,each,1,Prospero,,,40%,N,Y,www.danmurphys.com.au/product/80750,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
80749,Blanco Tequila 700mL,N,N,85.99,,,,700mL,each,1,Prospero,,,40.0%,N,Y,www.danmurphys.com.au/product/80749,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
80748,Reposado Tequila 700mL,N,N,90.99,,,,700mL,each,1,Prospero,,,20%,N,Y,www.danmurphys.com.au/product/80748,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
219954,Three Swallows Whiskey 700mL,N,N,77.99,,,,700ML,each,1,Powers,,,40%,N,Y,www.danmurphys.com.au/product/219954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
219954,Three Swallows Whiskey 700mL,N,N,0,,,,700ML,case (3),,Powers,,,40%,N,Y,www.danmurphys.com.au/product/219954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
219954,Three Swallows Whiskey 700mL,N,N,0,,,,700ML,in any six,1,Powers,,,40%,N,Y,www.danmurphys.com.au/product/219954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
800060,Gold Label Irish Whiskey 700mL,N,N,69.99,,,,700mL,each,1,Powers,,,43.20%,N,Y,www.danmurphys.com.au/product/800060,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
219736,Johns Lane 12YO Whiskey 700mL,N,N,121.99,,,,700ML,each,1,Powers,,,46%,N,N,www.danmurphys.com.au/product/219736,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
219736,Johns Lane 12YO Whiskey 700mL,N,N,0,,,,700ML,case (3),,Powers,,,46%,N,N,www.danmurphys.com.au/product/219736,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
219736,Johns Lane 12YO Whiskey 700mL,N,N,0,,,,700ML,in any six,1,Powers,,,46%,N,N,www.danmurphys.com.au/product/219736,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
